id,name,slug,searchName,categoryId,categoryName,sortOrder,isActive
Z5yiONfsgPEM1bcNIULQ,Exhaust Center Silencer,exhaust-center-silencer,exhaustcentersilencer,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,5,true
YQcn3HFjualG66U5DyEp,Exhaust Rear Muffler,exhaust-rear-muffler,exhaustrearmuffler,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,6,true
quYL0gH46Zl4PugNNwI8,Exhaust Rubber Hangers & Brackets,exhaust-rubber-hangers-brackets,exhaustrubberhangersbrackets,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,7,true
AnNtY2TsMEMffPzcl2jK,"Exhaust Gaskets, Clamps & Flanges",exhaust-gaskets-clamps-flanges,exhaustgasketsclampsflanges,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,8,true
TBYQ0tkeh6Fe166SE2jZ,Exhaust Gas Recirculation (EGR) Valve,exhaust-gas-recirculation-egr-valve,exhaustgasrecirculationegrvalve,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,9,true
9l7RowEVI4fJuzFacTXe,EGR Cooler Assembly,egr-cooler-assembly,egrcoolerassembly,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,10,true
etsnLtlarKqOtSl6FUaQ,Headlight Assembly (Left / Right),headlight-assembly-left-right,headlightassemblyleftright,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,1,true
q36fZOkhkKPP3y1rkVi9,Tail Light Assembly (Left / Right),tail-light-assembly-left-right,taillightassemblyleftright,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,2,true
BTQiHU8LZC2YxUSvrmbU,Front Fog Lamp Assembly,front-fog-lamp-assembly,frontfoglampassembly,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,3,true
wrs7aenqrIxuQpkyqCOL,Daytime Running Lights (DRL),daytime-running-lights-drl,daytimerunninglightsdrl,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,4,true
jaloyFVKH7RZ7MbSsrRO,Side Fender / Mirror Turn Indicator,side-fender-mirror-turn-indicator,sidefendermirrorturnindicator,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,5,true
4Vco0C7QXo9gFGNOZ5uG,High Mount Third Brake Light,high-mount-third-brake-light,highmountthirdbrakelight,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,6,true
4PY4GUXmd6JegEJyt2hM,Rear Number Plate Lamps,rear-number-plate-lamps,rearnumberplatelamps,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,7,true
Wh0BF8yXw7LdkXhVvLNG,Interior Roof Reading Lights,interior-roof-reading-lights,interiorroofreadinglights,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,8,true
WlIEUv99EoiSHG7ymKFf,"Halogen Headlight Bulbs (H4, H7, H1, H11)",halogen-headlight-bulbs-h4-h7-h1-h11,halogenheadlightbulbsh4h7h1h11,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,9,true
JVBMlOh0seWinIhcYanj,LED Headlight Bulbs & Conversion Kits,led-headlight-bulbs-conversion-kits,ledheadlightbulbsconversionkits,0NW4wvLi2kFkapAyNeK5,Lighting & Lamps,10,true
QSNOTx9jLjT5uqJN8UHH,Front Bumper Cover,front-bumper-cover,frontbumpercover,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,1,true
zqgdBNtVVrVvcfZJru4a,Rear Bumper Cover,rear-bumper-cover,rearbumpercover,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,2,true
aOpy31oRmC6X2RoPpS0E,Bumper Lower Grille & Retainers,bumper-lower-grille-retainers,bumperlowergrilleretainers,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,3,true
eowQnBa9fs0LadC7en8K,Front Radiator Main Grille,front-radiator-main-grille,frontradiatormaingrille,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,4,true
G9d4cmtyWZ9YLN9eDXwK,Bonnet / Engine Hood,bonnet-engine-hood,bonnetenginehood,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,5,true
GR4f8Fz8Vxn3eJE1i4N8,Hood Hinge & Hood Catch Latch,hood-hinge-hood-catch-latch,hoodhingehoodcatchlatch,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,6,true
RFyl4g5Gnth1UzLFfelx,Front Mudguard / Fender (Left / Right),front-mudguard-fender-left-right,frontmudguardfenderleftright,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,7,true
w0C1EGT0LerpWygiZIe2,Fender Inner Splash Liners,fender-inner-splash-liners,fenderinnersplashliners,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,8,true
EoPeVO4DdVfzyRlD5YEY,"Car Doors (Front Left, Front Right, Rear)",car-doors-front-left-front-right-rear,cardoorsfrontleftfrontrightrear,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,9,true
6yOXgHoMkBF2uRgH3M9b,Boot Lid / Tailgate Assembly,boot-lid-tailgate-assembly,bootlidtailgateassembly,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,10,true
gjGqoVIl6FMiEwzDnKgJ,Tailgate Gas Struts / Lift Supports,tailgate-gas-struts-lift-supports,tailgategasstrutsliftsupports,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,11,true
hn6dX9Orkm0B4YhxlGcF,Outside Rear View Mirror (ORVM) Assembly,outside-rear-view-mirror-orvm-assembly,outsiderearviewmirrororvmassembly,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,12,true
jlB9lOE0IC8QzMkDZgVT,ORVM Mirror Glass & Outer Covers,orvm-mirror-glass-outer-covers,orvmmirrorglassoutercovers,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,13,true
R4td5hgtf8nwU3jWmpuW,Exterior Door Handles & Locks,exterior-door-handles-locks,exteriordoorhandleslocks,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,14,true
odQDfj5ntGPIliGc9Ft1,Front Windshield Glass,front-windshield-glass,frontwindshieldglass,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,15,true
W64w54IZi2v21pelcP4C,Rear Windshield Glass & Defogger,rear-windshield-glass-defogger,rearwindshieldglassdefogger,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,16,true
znr331Ir9s8Iwoo0MHAW,Door Window Glasses,door-window-glasses,doorwindowglasses,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,17,true
dw1yU2ogo6GrKyXqIXvf,Window Regulator Mechanism & Motor,window-regulator-mechanism-motor,windowregulatormechanismmotor,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,18,true
3g1eZ4JZV0QWEFC8SOaZ,Front Wiper Arms,front-wiper-arms,frontwiperarms,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,19,true
404KOQxSP9nLR7KirITu,Windshield Wiper Blades (Pairs),windshield-wiper-blades-pairs,windshieldwiperbladespairs,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,20,true
YCUS4vb4WZIromb5n94A,Rear Wiper Arm & Blade,rear-wiper-arm-blade,rearwiperarmblade,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,21,true
BkUAUsnJiwCtbWh0kYaC,Windshield Washer Pump & Nozzles,windshield-washer-pump-nozzles,windshieldwasherpumpnozzles,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,22,true
KDL9Lv8vpgvhh6TojHwF,Mud Flaps Set (Front & Rear),mud-flaps-set-front-rear,mudflapssetfrontrear,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,23,true
RNI5topuzBazAMk9ITtS,Engine Underbody Guard / Skid Plate,engine-underbody-guard-skid-plate,engineunderbodyguardskidplate,HGWax20l1VUoxsG3XHu0,Body Parts & Panels,24,true
5G5j0OEPUDKHxTok80zL,Power Window Master Switch,power-window-master-switch,powerwindowmasterswitch,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,1,true
HwYb8sURgJ8Us2aV4E38,Interior Door Handles & Bezels,interior-door-handles-bezels,interiordoorhandlesbezels,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,2,true
8vdFNeLrYnbLDtww8AmJ,Dashboard AC Air Vents,dashboard-ac-air-vents,dashboardacairvents,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,3,true
1vAVtqf4C8KzJyijaES6,Sun Visors (Driver / Passenger),sun-visors-driver-passenger,sunvisorsdriverpassenger,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,4,true
64VLXIHxT2pyZTtaAYfU,Interior Day/Night Rear View Mirror,interior-day-night-rear-view-mirror,interiordaynightrearviewmirror,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,5,true
pd3bOox7ZTFGjLIU7cyl,Glove Box Lid & Latch,glove-box-lid-latch,gloveboxlidlatch,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,6,true
5hyWwJO9T0SmCSjgNuub,Seat Belt Assembly & Buckles,seat-belt-assembly-buckles,seatbeltassemblybuckles,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,7,true
tLFbzOh00ETEFYUt6WbT,"Accelerator, Brake & Clutch Pedal Pads",accelerator-brake-clutch-pedal-pads,acceleratorbrakeclutchpedalpads,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,8,true
QHh8j5l6MGhEAElWDs2U,Center Floor Console & Armrest,center-floor-console-armrest,centerfloorconsolearmrest,luUd7KKRSthUqbMgSMaB,Interior & Cabin Comfort,9,true
VyEEptZaOjb89ny3it36,Front Wheel Hub & Bearing Assembly,front-wheel-hub-bearing-assembly,frontwheelhubbearingassembly,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",1,true
rQIpPmQuSs61SQtBBlqU,Rear Wheel Hub & Bearing Assembly,rear-wheel-hub-bearing-assembly,rearwheelhubbearingassembly,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",2,true
DOaE5BBLJ6KwhWI4ElXb,Steel Wheel Rims,steel-wheel-rims,steelwheelrims,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",3,true
ehIUhJd5ihYGWOvqVFil,Alloy Wheel Rims,alloy-wheel-rims,alloywheelrims,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",4,true
oK56m6KzivVX4zva72zg,Wheel Lug Nuts / Bolts,wheel-lug-nuts-bolts,wheellugnutsbolts,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",5,true
KtFA3gdL0px44x5xp1RG,Wheel Studs,wheel-studs,wheelstuds,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",6,true
Jom4S8ggP3mKSdjOeVFn,Wheel Hub Caps / Center Caps,wheel-hub-caps-center-caps,wheelhubcapscentercaps,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",7,true
qlompw9mOKn8UDu6sShM,Passenger Car Radial Tyres,passenger-car-radial-tyres,passengercarradialtyres,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",8,true
9BQbrso8RsfBvb2oeSZD,Tyre Air Valves & Dust Caps,tyre-air-valves-dust-caps,tyreairvalvesdustcaps,bV81uRhAS9TYqbCF7YPb,"Wheels, Tyres & Hubs",9,true
uxZBZOVq078OcrBIEVkR,"Synthetic Engine Oil (0W-20, 5W-30, 5W-40)",synthetic-engine-oil-0w-20-5w-30-5w-40,syntheticengineoil0w205w305w40,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",1,true
MtRp2Ml21M7utDhjJFvM,"Semi-Synthetic & Mineral Engine Oil (10W-40, 15W-40, 20W-50)",semi-synthetic-mineral-engine-oil-10w-40-15w-40-20w-50,semisyntheticmineralengineoil10w4015w4020w50,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",2,true
BnxpnKGk9yZO9Xih6SJn,Brake Fluid (DOT 3 / DOT 4),brake-fluid-dot-3-dot-4,brakefluiddot3dot4,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",3,true
Xj7lSaHqGIwhNAUtSJK4,Engine Coolant / Antifreeze (Pre-mixed / Concentrate),engine-coolant-antifreeze-pre-mixed-concentrate,enginecoolantantifreezepremixedconcentrate,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",4,true
qTqcudhkvY022azqj57A,"Manual Transmission Gear Oil (75W-90, 80W-90)",manual-transmission-gear-oil-75w-90-80w-90,manualtransmissiongearoil75w9080w90,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",5,true
onX4KyIjO81Nx5N88TTb,Automatic Transmission Fluid (ATF / CVT / DCT),automatic-transmission-fluid-atf-cvt-dct,automatictransmissionfluidatfcvtdct,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",6,true
ckh8oVc9EAh0Mx0Ew2vk,Power Steering Hydraulic Fluid,power-steering-hydraulic-fluid,powersteeringhydraulicfluid,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",7,true
9Kv2kEQpY8f7n2rECTKg,Windshield Washer Concentrated Fluid,windshield-washer-concentrated-fluid,windshieldwasherconcentratedfluid,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",8,true
mrh0RxvQL4veoqflAW56,Rust Penetrant Spray (WD-40 / Multipurpose),rust-penetrant-spray-wd-40-multipurpose,rustpenetrantspraywd40multipurpose,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",9,true
p6NljzLP1MVVFNryPs57,High Temperature Wheel Bearing Grease,high-temperature-wheel-bearing-grease,hightemperaturewheelbearinggrease,iTqZqKnHVcF6034kqPhF,"Fluids, Oils & Consumables",10,true
